YTID;start_seconds;end_seconds;positive_labels;labels;Gunshot
WQWUEZtm8Jw;30000;40000;/m/012n7d,/m/012ndj,/m/03j1ly,/m/03kmc9;"Ambulance (siren);Fire engine, fire truck (siren);Emergency vehicle;Siren";False
WQcS2qPupwQ;60000;70000;/m/012f08,/m/04gxbd,/m/07yv9,/m/09x0r,/m/0k4j;"Motor vehicle (road);Power windows, electric windows;Vehicle;Speech;Car";False
WQsuFvw43RA;30000;40000;/m/02v2lh,/m/04rlf,/m/0fd3y;"New-age music;Music;Ambient music";False
WQvdabO-0yw;240000;250000;/m/07rqsjt;Whoosh, swoosh, swish;False
WR0-PKQswC4;0;10000;/m/05w3f;Psychedelic rock;False
WRBthmGrSUE;30000;40000;/m/015lz1,/m/04rlf,/m/0dq0md;"Singing;Music;Music of Bollywood";False
WRZGYDh7qRo;60000;70000;/m/015lz1,/m/03lty,/m/04rlf,/m/05w3f,/m/06by7,/m/074ft;"Singing;Heavy metal;Music;Psychedelic rock;Rock music;Song";False
WRbanGuV__s;60000;70000;/m/015lz1,/m/0326g,/m/04rlf;"Singing;Flamenco;Music";False
WRfobDRCIOc;30000;40000;/m/01z7dr,/m/04rlf;"Video game music;Music";False
WRjF6A9J2To;0;10000;/m/025rv6n,/m/07qwf61,/m/0dbvp;"Fowl;Honk;Goose";False
WSLH-UmF3Ss;30000;40000;/m/03p19w;Jackhammer;False
WSMdqFEjGXE;120000;130000;/m/01xqw,/m/02fsn,/m/07y_7,/m/0l14_3;"Cello;Double bass;Violin, fiddle;Bowed string instrument";False
WSfEqehn3X0;30000;40000;/m/04rlf,/m/07qnq_y;"Music;Thump, thud";False
WT2iyJmKkc8;120000;130000;/m/01hgjl,/m/02lkt,/m/04rlf,/m/09x0r;"Scratching (performance technique);Electronic music;Music;Speech";False
WT4kmbYODYc;30000;40000;/m/01j3sz,/m/09x0r,/t/dd00001,/t/dd00125;"Laughter;Speech;Baby laughter;Inside, small room";False
WTGB7SQD5ck;70000;80000;/m/03mb9,/m/04rlf,/m/07gxw,/m/07lnk;"House music;Music;Techno;Trance music";False
WTNgM3kwYp8;260000;270000;/m/04rlf,/m/07prgkl,/m/09x0r;"Music;Pour;Speech";False
WTqz0yblh4E;70000;80000;/m/0242l;Coin (dropping);False
WUEWN3mZWcU;30000;40000;/m/04rlf,/t/dd00032;"Music;Funny music";False
WUJ81SYub4I;170000;180000;/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b9m1;"Bass guitar;Guitar;Music;Musical instrument;Speech;Harmonic";False
WUPkRGH2dYU;20000;30000;/m/0mbct;Gong;False
WUb1dej-7cs;20000;30000;/m/04fq5q;Foghorn;False
WVVSwGwNAyo;30000;40000;/m/016cjb,/m/04rlf,/m/06j6l;"Gospel music;Music;Rhythm and blues";False
WVe87DaQfu0;30000;40000;/m/01jnbd,/m/02rr_,/m/04rlf,/m/07m2kt,/m/0g12c5;"Echo;Effects unit;Music;Chorus effect;Distortion";False
WVlr_ldc0sc;90000;100000;/m/04rlf,/m/06cqb;"Music;Reggae";False
WW8tmCg7B28;360000;370000;/m/04rlf,/m/07pyy8b,/m/09x0r,/m/0jbk;"Music;Pant;Speech;Animal";False
WWIT13tTW7c;190000;200000;/m/01kcd,/m/01wy6,/m/06ncr;"Brass instrument;Clarinet;Saxophone";False
WWIsvx4Vg7c;21000;31000;/m/02fs_r;Beep, bleep;False
WWYNTS4vBbc;30000;40000;/m/01z47d,/m/07cx4,/m/09x0r;"Busy signal;Telephone;Speech";False
WWdVMv8L0fU;12000;22000;/m/01y3hg,/m/04rlf;"Smoke detector, smoke alarm;Music";False
WXHjfzy5K-M;30000;40000;/m/04rlf,/m/0m0jc;"Music;Electronica";False
WYbD9YUrf_4;80000;90000;/m/0192l,/m/085jw;"Bagpipes;Wind instrument, woodwind instrument";False
WYgx9ZmFhII;230000;240000;/m/07rkbfh,/m/09x0r;"Chatter;Speech";False
WYle9IF5rgs;80000;90000;/m/02rhddq,/m/07yv9,/m/0k4j;"Reversing beeps;Vehicle;Car";False
WYtXPShpUC8;270000;280000;/m/07p9k1k,/m/07ptfmf,/m/0dxrf;"Sizzle;Stir;Frying (food)";False
WYupmAD1RP8;10000;20000;/m/0k65p,/t/dd00125;"Hands;Inside, small room";False
WYxXUBP_XaM;210000;220000;/m/03qjg,/m/085jw;"Harmonica;Wind instrument, woodwind instrument";False
WZ2KizFuslc;14000;24000;/m/07rbp7_;Whip;False
WZK-WlnU_k4;130000;140000;/m/01z7dr;Video game music;False
WZZTSURpj0A;90000;100000;/m/02jz0l,/m/03dnzn,/m/0838f;"Water tap, faucet;Bathtub (filling or washing);Water";False
WZZzouc7n54;350000;360000;/m/09x0r,/m/0llzx;"Speech;Sewing machine";False
WZd2nT2Afds;30000;40000;/m/0395lw,/m/09x0r,/t/dd00126;"Bell;Speech;Inside, large room or hall";False
WZoQD6cInx8;360000;370000;/m/07phhsh,/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j;"Rumble;Accelerating, revving, vroom;Vehicle;Speech;Car";False
WZp8IGE9qOA;270000;280000;/m/02mk9,/m/04229;"Engine;Jet engine";False
W_1YEyhD3ko;140000;150000;/m/03j1ly,/m/03kmc9,/m/04qvtq;"Emergency vehicle;Siren;Police car (siren)";False
W_979HkE4EI;30000;40000;/m/026t6,/m/02hnl,/m/02k_mr,/m/06rvn,/m/0bm02,/m/0l14md;"Drum;Drum kit;Drum roll;Snare drum;Bass drum;Percussion";False
W_BBLweC2_Q;10000;20000;/m/03cczk,/m/07s12q4,/m/09x0r,/t/dd00125;"Chewing, mastication;Crunch;Speech;Inside, small room";False
W_BfYIHg7j4;50000;60000;/m/025_jnm,/m/09x0r,/t/dd00125;"Finger snapping;Speech;Inside, small room";False
W_DsHCic534;20000;30000;/m/07pkxdp;Lullaby;False
W_F2LksmCI8;20000;30000;/m/012xff,/m/09x0r;"Toothbrush;Speech";False
W_K-o9jP4tQ;80000;90000;/m/03p19w,/m/09x0r,/t/dd00129;"Jackhammer;Speech;Outside, rural or natural";False
W_MZo88gzrA;50000;60000;/m/015lz1,/m/05rwpb;"Singing;Independent music";False
W_WsiAH3m3U;0;10000;/m/01v_m0;Sine wave;False
W_WydSHOfhg;30000;40000;/m/0145m,/m/04rlf;"Afrobeat;Music";False
W_nugIRtchs;350000;360000;/m/04rlf,/m/07p78v5;"Music;Zing";False
W_zgEkvp4xU;140000;150000;/m/0164x2,/m/04rlf;"Music of Africa;Music";False
WaF4K6-22a0;40000;50000;/m/01280g,/m/0jbk;"Wild animals;Animal";False
WaLDwN9Lejs;90000;100000;/m/01jg02,/m/07p_0gm,/m/07rcgpl;"Heart sounds, heartbeat;Throbbing;Hum";False
WaYQpT9QJyE;30000;40000;/m/01m4t;Printer;False
Waljosxqz0Y;0;10000;/m/039jq;Glass;False
WanZXdTC_JU;26000;36000;/m/04fgwm;Electric toothbrush;False
Wb3ZTFSc7bc;120000;130000;/m/024dl,/m/09x0r;"Cash register;Speech";False
WbOBU0bZG0A;30000;40000;/m/07qmpdm,/m/09x0r;"Clatter;Speech";False
Wbas2Hie-1c;30000;40000;/m/07q4ntr;Bellow;False
WbcdENpeJP0;140000;150000;/m/024dl,/m/09x0r;"Cash register;Speech";False
Wbe-sTMDMiA;50000;60000;/m/01bjv,/m/02rhddq,/m/07yv9,/t/dd00128;"Bus;Reversing beeps;Vehicle;Outside, urban or manmade";False
WcBTLEg-wps;120000;130000;/m/04rlf,/m/05r5wn,/m/0g293;"Music;Rattle (instrument);Music of Latin America";False
WcC9sKxJ1gI;10000;20000;/m/085jw,/m/0l14l2;"Wind instrument, woodwind instrument;Shofar";False
WcGvl6SBIko;10000;20000;/m/039jq,/m/07pc8lb;"Glass;Breaking";False
WcPOPDxcLD8;0;10000;/m/025wky1;Air conditioning;False
WcQdpMbE4Xk;330000;340000;/m/01h8n0,/m/09x0r;"Conversation;Speech";False
Wd29y5QBPZE;0;10000;/m/07pc8lb;Breaking;False
Wd4T3iTsgrI;10000;20000;/m/01kcd,/m/0319l;"Brass instrument;French horn";False
WdD4TtenRPA;60000;70000;/m/019jd,/m/034srq,/m/03m9d0z,/m/056ks2,/m/05kq4,/t/dd00092;"Boat, Water vehicle;Waves, surf;Wind;Rowboat, canoe, kayak;Ocean;Wind noise (microphone)";False
WdNu0Yh85bM;250000;260000;/m/028v0c,/t/dd00125;"Silence;Inside, small room";False
WdTzXm3ntZY;10000;20000;/m/07rdhzs;Whack, thwack;False
Wda-W9ffmk4;20000;30000;/m/05x_td;Air horn, truck horn;False
WdbqtOqFikk;330000;340000;/m/07r4k75,/m/09x0r;"Grunt;Speech";False
WdhAku9Codg;130000;140000;/m/01bns_,/m/04rlf,/m/07xzm;"Zither;Music;Ukulele";False
WditOomsdRU;70000;80000;/m/03m5k,/m/07y_7,/m/0d8_n,/m/0l14_3;"Harp;Violin, fiddle;Pizzicato;Bowed string instrument";False
Wdl7A3de0L4;120000;130000;/m/0342h,/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y,/m/0ggq0m;"Guitar;Music;Musical instrument;Ukulele;Plucked string instrument;Classical music";False
WdxNikVdK-U;410000;420000;/m/015vgc,/m/04rlf,/m/04szw,/m/0ggq0m,/m/0jtg0,/m/0l14_3;"Carnatic music;Music;Musical instrument;Classical music;Sitar;Bowed string instrument";False
We3IVaAjo2w;80000;90000;/m/04rlf,/m/09x0r,/t/dd00126,/t/dd00127;"Music;Speech;Inside, large room or hall;Inside, public space";False
We75Jb96g_s;0;10000;/m/04rlf,/m/0dl5d;"Music;Progressive rock";False
We9P_UcHNk8;30000;40000;/m/04rlf,/m/06w87,/m/0fx80y;"Music;Steel guitar, slide guitar;Plucked string instrument";False
WeNPVgAMk2c;30000;40000;/m/04rlf,/m/0l156b;"Music;Steelpan";False
WeNptLnL71Q;300000;310000;/m/01g90h,/m/0lyf6;"Stomach rumble;Breathing";False
We_J8pL-P58;30000;40000;/m/07qv4k0;Scrape;False
Wel34z17MMw;270000;280000;/m/04rlf,/m/0790c,/m/0c1dj;"Music;Sonar;Sound effect";False
Werch1AIKnE;400000;410000;/m/039jq;Glass;False
WesX1BgSMzA;70000;80000;/m/03vt0,/m/09xqv;"Insect;Cricket";False
Wf_wfMaRAkI;30000;40000;/m/05_wcq;Bird flight, flapping wings;False
WfehVmSEyLQ;210000;220000;/m/01b82r,/m/07pdjhy,/m/083vt;"Sawing;Rub;Wood";False
Wg8I2D2oeHs;11000;21000;/m/0dv3j;Boiling;False
WgjxjmeAWJE;100000;110000;/m/03r5q_;Jingle (music);False
Wh5JSj89tW8;40000;50000;/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y,/t/dd00125;"Guitar;Music;Musical instrument;Electronic tuner;Plucked string instrument;Inside, small room";False
Wh8-lpR-3WM;30000;40000;/m/07plct2;Crushing;False
WhI_e7hH99w;120000;130000;/m/039jq,/m/09x0r;"Glass;Speech";False
WhoXEyIecrA;60000;70000;/m/07p9k1k,/m/07ptfmf,/m/0dxrf;"Sizzle;Stir;Frying (food)";False
WhqTqqzGRng;10000;20000;/m/03qtwd,/m/053hz1,/t/dd00135;"Crowd;Cheering;Children shouting";False
Whw1v0fFkoI;0;5000;/m/09x0r,/m/0dl9sf8;"Speech;Throat clearing";False
Wi4k0FCmBEw;280000;290000;/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048;"Railroad car, train wagon;Rail transport;Train;Train wheels squealing";False
WiAFUo2nxIk;30000;40000;/m/01hgjl,/m/04rlf;"Scratching (performance technique);Music";False
WiVLgHykmFc;30000;40000;/m/07q0yl5,/m/09x0r;"Snort;Speech";False
WiiKbIKzZd0;300000;310000;/m/04rlf,/m/07rrh0c,/m/09x0r;"Music;Thunk;Speech";False
Wiooug3f5bc;30000;40000;/m/07qlwh6;Squish;False
Wj6H8hQJaO0;10000;20000;/m/09ct_,/m/09x0r;"Helicopter;Speech";False
WjPHxUtF9go;30000;40000;/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/07m2kt,/m/07s0s5r,/m/0fx80y;"Guitar;Music;Musical instrument;Steel guitar, slide guitar;Chorus effect;Strum;Plucked string instrument";False
WjqMWANE7ng;110000;120000;/m/04rlf,/m/07prgkl,/m/09x0r;"Music;Pour;Speech";False
Wk9rfiU9wvg;30000;40000;/m/04rlf,/m/0m0jc;"Music;Electronica";False
WkBgWhtIKm4;10000;20000;/m/02p3nc,/m/09x0r;"Hiccup;Speech";False
WkU6zXSeKH8;30000;40000;/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk;"Bark;Domestic animals, pets;Dog;Animal";False
Wkh9YWllduc;30000;40000;/m/04rlf,/m/07qb_dv,/m/07qn4z3;"Music;Scratch;Rattle";False
WkiX4Qmy7Ls;120000;130000;/m/07rgkc5;Static;False
WkkupA-yRvY;530000;540000;/m/04fgwm,/m/09x0r,/t/dd00125;"Electric toothbrush;Speech;Inside, small room";False
Wkqm7GFQx6k;10000;20000;/m/07q2z82,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv;"Accelerating, revving, vroom;Vehicle;Tire squeal;Car;Race car, auto racing";False
WkvLAao31yg;80000;90000;/m/07qlwh6,/m/09x0r,/t/dd00125;"Squish;Speech;Inside, small room";False
Wl5Ch9EV0bc;0;10000;/m/018j2,/m/04rlf,/m/04rzd;"Banjo;Music;Mandolin";False
WlMmwLgGhXU;30000;40000;/m/07pyf11;Flap;False
WlR-pU5GHpE;30000;40000;/m/07ryjzk;Slap, smack;False
WlSHKXsyEOU;0;10000;/m/0c3f7m;Fire alarm;False
Wm1NL-vN8Dc;60000;70000;/m/04k94,/m/068hy,/m/07p6mqd,/m/0bt9lr,/m/0jbk,/t/dd00125;"Liquid;Domestic animals, pets;Slosh;Dog;Animal;Inside, small room";False
Wm3amD2hLqI;50000;60000;/m/03lty,/m/04rlf,/m/07pt_g0;"Heavy metal;Music;Pulse";False
WmDgmcYGQsY;120000;130000;/m/07pczhz;Chop;False
WmGhWK2jeGY;20000;30000;/m/013y1f,/m/03xq_f;"Organ;Electronic organ";False
WmTDKYYH5OU;180000;190000;/m/01xqw,/m/02fsn,/m/0l14_3;"Cello;Double bass;Bowed string instrument";False
Wmbh4Vv8olw;40000;50000;/m/0l156k;Whistle;False
Wmk8NnBljbU;17000;27000;/m/01s0vc,/m/04rlf;"Zipper (clothing);Music";False
WmncetaKc2Q;80000;90000;/m/03vt0,/m/09f96,/m/0h2mp;"Insect;Mosquito;Fly, housefly";False
Wmu3a5yZf0w;30000;40000;/t/dd00067;Heavy engine (low frequency);False
WmyhSRhWh3k;30000;40000;/m/015y_n,/m/06rqw;"Swing music;Ska";False
WnICFGLRdYg;0;10000;/m/04rlf,/m/07brj;"Music;Tambourine";False
WnK6UIa6l7Y;30000;40000;/m/07bgp,/m/07q0h5t;"Sheep;Bleat";False
WnxQAuThbXg;30000;40000;/m/09x0r,/m/0gy1t2s;"Speech;Bicycle bell";False
WoBYgyQqQKk;30000;40000;/m/032s66,/m/0_1c;"Gunshot, gunfire;Artillery fire";True
WoWhNyJll9I;60000;70000;/m/06mb1,/m/0jb2l,/m/0ngt1;"Rain;Thunderstorm;Thunder";False
WoZXd4Wiv9k;10000;20000;/m/02c8p;Telephone dialing, DTMF;False
Wora7N2DaNM;80000;90000;/m/025_jnm,/t/dd00125;"Finger snapping;Inside, small room";False
Wp5AiCmbQjA;70000;80000;/m/025_jnm,/m/0y4f8;"Finger snapping;Vocal music";False
Wp7JyzM7HVw;150000;160000;/m/015lz1,/m/03r5q_,/m/04rlf;"Singing;Jingle (music);Music";False
WpAWFB-eOIs;0;10000;/m/028v0c,/m/02fs_r;"Silence;Beep, bleep";False
WpNP4TCeUSs;7000;17000;/m/07r_80w,/m/09d5_;"Hoot;Owl";False
WpVG0MxjlPo;30000;40000;/m/04rlf,/m/07q4ntr;"Music;Bellow";False
WpuzxotToNQ;30000;40000;/m/01kcd,/m/0319l;"Brass instrument;French horn";False
Wqn38dNWFsc;180000;190000;/m/03j1ly,/m/03kmc9,/m/04qvtq;"Emergency vehicle;Siren;Police car (siren)";False
Wqo1vpKVTsA;470000;480000;/m/01bjv,/m/07yv9;"Bus;Vehicle";False
Wre8DkaPhyA;110000;120000;/m/03qtwd,/m/053hz1,/t/dd00135;"Crowd;Cheering;Children shouting";False
Wrfvo1eFRFk;70000;80000;/m/014yck,/m/07yv9,/m/0cmf2,/m/0k5j,/t/dd00128;"Aircraft engine;Vehicle;Fixed-wing aircraft, airplane;Aircraft;Outside, urban or manmade";False
WrpWb-Zumnc;210000;220000;/m/01kcd,/m/01wy6,/m/06ncr;"Brass instrument;Clarinet;Saxophone";False
WrvYuBEHqxE;30000;40000;/m/032n05;Whale vocalization;False
WsG6hlKQAME;240000;250000;/m/0j6m2;Stream;False
WsLoE1uWfMs;190000;200000;/m/01d380,/m/07k1x,/m/0_ksk;"Drill;Tools;Power tool";False
WsTm5poQ15U;160000;170000;/m/02z32qm;Fusillade;False
WsaSvq0sDgU;30000;40000;/m/01jg02,/m/07p_0gm;"Heart sounds, heartbeat;Throbbing";False
Wsiy8f2O8LU;20000;30000;/m/07qv_x_;Shuffle;False
WsxrASM-GF4;140000;150000;/m/0316dw;Typing;False
WtNzWax98Hw;20000;30000;/m/078jl;Snake;False
WtV5ird3gPM;270000;280000;/m/03qtwd,/m/053hz1,/t/dd00135;"Crowd;Cheering;Children shouting";False
WtYkEKKbHQU;30000;40000;/m/01glhc,/m/04rlf;"Tapping (guitar technique);Music";False
WtoXGke-nk8;9000;19000;/m/07q5rw0,/m/09x0r,/m/0jbk;"Neigh, whinny;Speech;Animal";False
Wtt1dmW7F0U;180000;190000;/m/0642b4;Cupboard open or close;False
WtvSnE0-N4M;120000;130000;/m/012ndj,/m/03j1ly,/m/03kmc9;"Fire engine, fire truck (siren);Emergency vehicle;Siren";False
Wu1VzWLJC6A;120000;130000;/m/04rlf,/m/05w3f;"Music;Psychedelic rock";False
Wu3LKQG1fwU;40000;50000;/m/01qbl,/m/026t6,/m/02hnl,/m/02k_mr,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md;"Cymbal;Drum;Drum kit;Drum roll;Hi-hat;Rimshot;Snare drum;Bass drum;Percussion";False
WupBieE-8Us;30000;40000;/m/07qjznl,/m/07qjznt;"Tick-tock;Tick";False
WvEtOYCShfM;60000;70000;/m/04rlf,/m/06j64v,/m/09x0r;"Music;Middle Eastern music;Speech";False
WvHgDLMjbjs;160000;170000;/m/08j51y,/t/dd00125;"Dental drill, dentist's drill;Inside, small room";False
WvL9Xhv8x1M;30000;40000;/m/02qmj0d;String section;False
Wv_NJM8RnbA;30000;40000;/m/01rd7k,/m/025rv6n,/m/07svc2k;"Turkey;Fowl;Gobble";False
WvaIypMvAHY;490000;500000;/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0fx80y,/t/dd00125;"Guitar;Music;Musical instrument;Speech;Electronic tuner;Plucked string instrument;Inside, small room";False
Wvg5rlMbjJc;10000;20000;/m/04rlf,/t/dd00036;"Music;Angry music";False
WvuJuEM7JJs;180000;190000;/m/04rlf,/m/07szfh9;"Music;Cacophony";False
Wvym4eszpik;80000;90000;/m/09x0r,/t/dd00121;"Speech;Boing";False
WwFYNmTS41I;10000;20000;/m/01z47d;Busy signal;False
WwOKKU61jh0;50000;60000;/m/02v2lh;New-age music;False
WwWy7OQHbQI;360000;370000;/m/02pjr4;Blender;False
WwYSt-jdbjs;30000;40000;/m/027m70_;Jingle bell;False
Wx97oLyph4M;150000;160000;/m/0316dw;Typing;False
Wxa36SSZx8o;70000;80000;/m/04rlf,/m/07rgt08,/m/07s04w4,/m/09x0r;"Music;Chuckle, chortle;Snicker;Speech";False
WxaM1IuJ2QU;110000;120000;/m/0283d,/m/04rlf;"Drum and bass;Music";False
Wy-PhjWxheo;200000;210000;/m/0cj0r,/t/dd00129;"Pink noise;Outside, rural or natural";False
Wy49nszOnxo;210000;220000;/m/02mk9,/m/03p19w,/t/dd00125;"Engine;Jackhammer;Inside, small room";False
WyA0Qr2fe3E;30000;40000;/m/07qh7jl,/t/dd00077;"Creak;Mechanisms";False
WyNgaxyxRg4;30000;40000;/m/016622;Tubular bells;False
WyWE44m1TtA;23000;33000;/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t;"Fowl;Crowing, cock-a-doodle-doo;Cluck;Chicken, rooster";False
WyaU4TNcVl8;30000;40000;/m/07szfh9,/m/09x0r;"Cacophony;Speech";False
WyqyK87HomE;70000;80000;/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00136;"Bark;Domestic animals, pets;Dog;Animal;Whimper (dog)";False
Wyw6Rsu6xLg;10000;20000;/m/07ryjzk;Slap, smack;False
Wz1z-vzrI-4;20000;30000;/m/0hdsk;Chirp tone;False
Wz2hEyCsYaQ;30000;40000;/m/04rlf,/m/07q0yl5,/m/09x0r;"Music;Snort;Speech";False
Wz7D625yZoY;320000;330000;/m/09x0r,/m/0lyf6;"Speech;Breathing";False
WzNqNDVJ_LU;160000;170000;/m/04rlf,/m/06_fw;"Music;Skateboard";False
WzYcE_bC18A;30000;40000;/m/07pc8lb;Breaking;False
WzbKUBbk7Ts;100000;110000;/m/0dl83;Arrow;False
WzmHLHBxn9U;320000;330000;/m/0d31p;Vacuum cleaner;False
X-5UcZiOIhQ;460000;470000;/m/06hck5;Steam whistle;False
X-HU3HGEUdE;70000;80000;/m/02fxyj,/m/04rlf;"Humming;Music";False
X-Prd0o2MAA;30000;40000;/m/02l6bg,/m/04229,/m/07yv9,/m/0cmf2,/m/0k5j;"Propeller, airscrew;Jet engine;Vehicle;Fixed-wing aircraft, airplane;Aircraft";False
X-TC9dZGm70;190000;200000;/m/07phxs1;Ding;False
X-uVubaJ3II;60000;70000;/m/04rlf,/m/0dwsp,/m/0dwt5,/m/0l14md;"Music;Marimba, xylophone;Vibraphone;Percussion";False
X0C6SygZ0fU;60000;70000;/m/04rlf,/m/0l14qv;"Music;Synthesizer";False
X0MN34Us6eE;30000;40000;/m/0145m,/m/0164x2,/m/04rlf;"Afrobeat;Music of Africa;Music";False
X0hfH78ugLU;30000;40000;/m/01kcd,/m/0319l;"Brass instrument;French horn";False
X18W4Eowzfw;90000;100000;/m/019jd,/m/06q74;"Boat, Water vehicle;Ship";False
X1KJfb5xhr4;50000;60000;/m/05pd6;Orchestra;False
X1PrlTv4_jw;190000;200000;/m/03wvsk;Hair dryer;False
X1zFnyEe3nE;260000;270000;/m/015lz1,/m/04rlf,/t/dd00127;"Singing;Music;Inside, public space";False
X21JXIO-Tec;30000;40000;/m/0l14jd;Choir;False
X28GWrn9LlI;110000;120000;/m/015lz1,/m/04rlf,/m/0y4f8;"Singing;Music;Vocal music";False
X2Urv2KkQqU;220000;230000;/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092;"Boat, Water vehicle;Wind;Sailboat, sailing ship;Wind noise (microphone)";False
X2gHQb5ubco;280000;290000;/m/04rlf,/m/05lls,/m/0ggq0m;"Music;Opera;Classical music";False
X2wvjff15Ro;130000;140000;/m/0140xf,/m/04rlf;"Christmas music;Music";False
X3Txrreq730;30000;40000;/m/023vsd,/m/07pdjhy;"Sanding;Rub";False
X3fziI3RKyY;20000;30000;/m/09x0r,/m/0ytgt,/t/dd00002;"Speech;Child speech, kid speaking;Baby cry, infant cry";False
X3l9ym6LGjc;230000;240000;/m/04rlf,/m/07r67yg,/m/09x0r;"Music;Ding-dong;Speech";False
X3oKtSW0Q-E;20000;30000;/m/015vgc,/m/04rlf;"Carnatic music;Music";False
X45fDtMYRhA;390000;400000;/m/07r4gkf;Patter;False
X4EPn1FacaQ;180000;190000;/m/03lty,/m/04rlf;"Heavy metal;Music";False
X4IlOyuiXfM;490000;500000;/m/03k3r,/m/09x0r,/m/0ch8v,/m/0jbk;"Horse;Speech;Livestock, farm animals, working animals;Animal";False
X4jIkctapb8;40000;50000;/m/03qc9zr,/m/04rmv,/m/09x0r;"Screaming;Mouse;Speech";False
X4wBO7I07So;570000;580000;/m/07s12q4;Crunch;False
X57kxGGTXdo;100000;110000;/m/07pp_mv,/m/09x0r;"Alarm;Speech";False
X58uoAvFRWI;60000;70000;/m/03vt0,/m/09xqv;"Insect;Cricket";False
X5IdtqFf95g;220000;230000;/m/015lz1,/m/04rlf,/m/05w3f;"Singing;Music;Psychedelic rock";False
X5dQo33lJJk;30000;40000;/m/05x_td;Air horn, truck horn;False
X5s1jA9YJlo;30000;40000;/m/019jd,/m/02rlv9,/m/034srq,/m/05kq4;"Boat, Water vehicle;Motorboat, speedboat;Waves, surf;Ocean";False
X62-7mo72jA;90000;100000;/m/05zppz,/m/07rrlb6,/m/09x0r;"Male speech, man speaking;Splash, splatter;Speech";False
X6Q53uXgaHc;30000;40000;/m/01lyv,/m/04rlf,/m/04wptg;"Country;Music;Wedding music";False
X6f9wMeSFBo;20000;30000;/m/05zc1,/t/dd00077;"Pulleys;Mechanisms";False
X6l2VNPg9hE;30000;40000;/m/04rlf,/m/07q6cd_;"Music;Squeak";False
X7UGw9kkFwQ;150000;160000;/m/01j3sz,/m/0lyf6;"Laughter;Breathing";False
X7pRreOoj_8;30000;40000;/m/07qjznt,/m/09x0r;"Tick;Speech";False
X7vPngx_TcE;0;10000;/m/02_nn;Fart;False
X7weoQRFmc0;100000;110000;/m/039jq,/m/05zppz,/m/09x0r;"Glass;Male speech, man speaking;Speech";False
X7xaKtMFzGI;0;10000;/m/01yg9g;Lawn mower;False
X7zVC0KQ6zA;18000;28000;/m/025rv6n,/m/07qwf61,/m/0dbvp;"Fowl;Honk;Goose";False
X82FrnpBxNY;30000;40000;/m/01v1d8,/m/04rlf;"Sampler;Music";False
X83qvgYnmOM;0;10000;/m/01z47d,/m/028v0c,/m/04rlf;"Busy signal;Silence;Music";False
X8XwuQX0lWE;30000;40000;/m/07r_80w,/m/09d5_;"Hoot;Owl";False
X9H8FzpVL8s;310000;320000;/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5;"Reverberation;Effects unit;Guitar;Music;Musical instrument;Plucked string instrument;Distortion";False
X9Un4j8aZwY;30000;40000;/m/0c2wf;Typewriter;False
X9dcrqoyMkQ;200000;210000;/m/015lz1,/m/04rlf,/m/0xzly;"Singing;Music;Maraca";False
X9hvlt1kkIM;14000;24000;/m/01hnzm,/m/04rlf,/m/07pp8cl;"Ringtone;Music;Telephone bell ringing";False
XA6HemAyKuY;40000;50000;/m/07r5v4s,/m/09x0r,/t/dd00125;"Drip;Speech;Inside, small room";False
XAJN8G5gK90;240000;250000;/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066;"Accelerating, revving, vroom;Vehicle;Car;Medium engine (mid frequency)";False
XBWifeqlq6s;140000;150000;/m/02z32qm,/m/04rlf,/m/09x0r;"Fusillade;Music;Speech";False
XBbN1p-n01I;170000;180000;/m/01b9nn,/m/0342h,/m/04rlf;"Reverberation;Guitar;Music";False
XBunIO84ZWY;20000;30000;/m/04fq5q,/m/04rlf,/m/09x0r;"Foghorn;Music;Speech";False
XCNkZ9UVP9o;30000;40000;/m/04rlf,/m/07szfh9;"Music;Cacophony";False
XCQMJXkI5bA;230000;240000;/m/0164x2,/m/04rlf;"Music of Africa;Music";False
XCX7grfbrwQ;20000;30000;/m/0130jx,/m/02jz0l,/m/0838f;"Sink (filling or washing);Water tap, faucet;Water";False
XCX9tN0B5V0;70000;80000;/m/02fxyj,/m/04rlf,/m/09x0r,/m/0ggq0m;"Humming;Music;Speech;Classical music";False
XCbGJ-bIkmg;160000;170000;/m/03v3yw,/m/09x0r;"Keys jangling;Speech";False
