# Segments csv created Sun Mar  5 10:54:31 2017,,,
# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
YTID, start_seconds, end_seconds, positive_labels
Wg8I2D2oeHs,11000,21000,/m/0dv3j
WgjxjmeAWJE,100000,110000,/m/03r5q_
Wh5JSj89tW8,40000,50000,"/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y,/t/dd00125"
Wh8-lpR-3WM,30000,40000,/m/07plct2
WhI_e7hH99w,120000,130000,"/m/039jq,/m/09x0r"
WhoXEyIecrA,60000,70000,"/m/07p9k1k,/m/07ptfmf,/m/0dxrf"
WhqTqqzGRng,10000,20000,"/m/03qtwd,/m/053hz1,/t/dd00135"
Whw1v0fFkoI,0,5000,"/m/09x0r,/m/0dl9sf8"
Wi4k0FCmBEw,280000,290000,"/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048"
WiAFUo2nxIk,30000,40000,"/m/01hgjl,/m/04rlf"
WiVLgHykmFc,30000,40000,"/m/07q0yl5,/m/09x0r"
WiiKbIKzZd0,300000,310000,"/m/04rlf,/m/07rrh0c,/m/09x0r"
Wiooug3f5bc,30000,40000,/m/07qlwh6
Wj6H8hQJaO0,10000,20000,"/m/09ct_,/m/09x0r"
WjPHxUtF9go,30000,40000,"/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/07m2kt,/m/07s0s5r,/m/0fx80y"
WjqMWANE7ng,110000,120000,"/m/04rlf,/m/07prgkl,/m/09x0r"
Wk9rfiU9wvg,30000,40000,"/m/04rlf,/m/0m0jc"
WkBgWhtIKm4,10000,20000,"/m/02p3nc,/m/09x0r"
WkU6zXSeKH8,30000,40000,"/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk"
Wkh9YWllduc,30000,40000,"/m/04rlf,/m/07qb_dv,/m/07qn4z3"
WkiX4Qmy7Ls,120000,130000,/m/07rgkc5
WkkupA-yRvY,530000,540000,"/m/04fgwm,/m/09x0r,/t/dd00125"
Wkqm7GFQx6k,10000,20000,"/m/07q2z82,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv"
WkvLAao31yg,80000,90000,"/m/07qlwh6,/m/09x0r,/t/dd00125"
Wl5Ch9EV0bc,0,10000,"/m/018j2,/m/04rlf,/m/04rzd"
WlMmwLgGhXU,30000,40000,/m/07pyf11
WlR-pU5GHpE,30000,40000,/m/07ryjzk
WlSHKXsyEOU,0,10000,/m/0c3f7m
Wm1NL-vN8Dc,60000,70000,"/m/04k94,/m/068hy,/m/07p6mqd,/m/0bt9lr,/m/0jbk,/t/dd00125"
Wm3amD2hLqI,50000,60000,"/m/03lty,/m/04rlf,/m/07pt_g0"
WmDgmcYGQsY,120000,130000,/m/07pczhz
WmGhWK2jeGY,20000,30000,"/m/013y1f,/m/03xq_f"
WmTDKYYH5OU,180000,190000,"/m/01xqw,/m/02fsn,/m/0l14_3"
Wmbh4Vv8olw,40000,50000,/m/0l156k
Wmk8NnBljbU,17000,27000,"/m/01s0vc,/m/04rlf"
WmncetaKc2Q,80000,90000,"/m/03vt0,/m/09f96,/m/0h2mp"
Wmu3a5yZf0w,30000,40000,/t/dd00067
WmyhSRhWh3k,30000,40000,"/m/015y_n,/m/06rqw"
WnICFGLRdYg,0,10000,"/m/04rlf,/m/07brj"
WnK6UIa6l7Y,30000,40000,"/m/07bgp,/m/07q0h5t"
WnxQAuThbXg,30000,40000,"/m/09x0r,/m/0gy1t2s"
WoBYgyQqQKk,30000,40000,"/m/032s66,/m/0_1c"
WoWhNyJll9I,60000,70000,"/m/06mb1,/m/0jb2l,/m/0ngt1"
WoZXd4Wiv9k,10000,20000,/m/02c8p
Wora7N2DaNM,80000,90000,"/m/025_jnm,/t/dd00125"
Wp5AiCmbQjA,70000,80000,"/m/025_jnm,/m/0y4f8"
Wp7JyzM7HVw,150000,160000,"/m/015lz1,/m/03r5q_,/m/04rlf"
WpAWFB-eOIs,0,10000,"/m/028v0c,/m/02fs_r"
WpNP4TCeUSs,7000,17000,"/m/07r_80w,/m/09d5_"
WpVG0MxjlPo,30000,40000,"/m/04rlf,/m/07q4ntr"
WpuzxotToNQ,30000,40000,"/m/01kcd,/m/0319l"
Wqn38dNWFsc,180000,190000,"/m/03j1ly,/m/03kmc9,/m/04qvtq"
Wqo1vpKVTsA,470000,480000,"/m/01bjv,/m/07yv9"
Wre8DkaPhyA,110000,120000,"/m/03qtwd,/m/053hz1,/t/dd00135"
Wrfvo1eFRFk,70000,80000,"/m/014yck,/m/07yv9,/m/0cmf2,/m/0k5j,/t/dd00128"
WrpWb-Zumnc,210000,220000,"/m/01kcd,/m/01wy6,/m/06ncr"
WrvYuBEHqxE,30000,40000,/m/032n05
WsG6hlKQAME,240000,250000,/m/0j6m2
WsLoE1uWfMs,190000,200000,"/m/01d380,/m/07k1x,/m/0_ksk"
WsTm5poQ15U,160000,170000,/m/02z32qm
WsaSvq0sDgU,30000,40000,"/m/01jg02,/m/07p_0gm"
Wsiy8f2O8LU,20000,30000,/m/07qv_x_
WsxrASM-GF4,140000,150000,/m/0316dw
WtNzWax98Hw,20000,30000,/m/078jl
WtV5ird3gPM,270000,280000,"/m/03qtwd,/m/053hz1,/t/dd00135"
WtYkEKKbHQU,30000,40000,"/m/01glhc,/m/04rlf"
WtoXGke-nk8,9000,19000,"/m/07q5rw0,/m/09x0r,/m/0jbk"
Wtt1dmW7F0U,180000,190000,/m/0642b4
WtvSnE0-N4M,120000,130000,"/m/012ndj,/m/03j1ly,/m/03kmc9"
Wu1VzWLJC6A,120000,130000,"/m/04rlf,/m/05w3f"
Wu3LKQG1fwU,40000,50000,"/m/01qbl,/m/026t6,/m/02hnl,/m/02k_mr,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md"
WupBieE-8Us,30000,40000,"/m/07qjznl,/m/07qjznt"
WvEtOYCShfM,60000,70000,"/m/04rlf,/m/06j64v,/m/09x0r"
WvHgDLMjbjs,160000,170000,"/m/08j51y,/t/dd00125"
WvL9Xhv8x1M,30000,40000,/m/02qmj0d
Wv_NJM8RnbA,30000,40000,"/m/01rd7k,/m/025rv6n,/m/07svc2k"
WvaIypMvAHY,490000,500000,"/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0fx80y,/t/dd00125"
Wvg5rlMbjJc,10000,20000,"/m/04rlf,/t/dd00036"
WvuJuEM7JJs,180000,190000,"/m/04rlf,/m/07szfh9"
Wvym4eszpik,80000,90000,"/m/09x0r,/t/dd00121"
WwFYNmTS41I,10000,20000,/m/01z47d
WwOKKU61jh0,50000,60000,/m/02v2lh
WwWy7OQHbQI,360000,370000,/m/02pjr4
WwYSt-jdbjs,30000,40000,/m/027m70_
Wx97oLyph4M,150000,160000,/m/0316dw
Wxa36SSZx8o,70000,80000,"/m/04rlf,/m/07rgt08,/m/07s04w4,/m/09x0r"
WxaM1IuJ2QU,110000,120000,"/m/0283d,/m/04rlf"
Wy-PhjWxheo,200000,210000,"/m/0cj0r,/t/dd00129"
Wy49nszOnxo,210000,220000,"/m/02mk9,/m/03p19w,/t/dd00125"
WyA0Qr2fe3E,30000,40000,"/m/07qh7jl,/t/dd00077"
WyNgaxyxRg4,30000,40000,/m/016622
WyWE44m1TtA,23000,33000,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
WyaU4TNcVl8,30000,40000,"/m/07szfh9,/m/09x0r"
WyqyK87HomE,70000,80000,"/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00136"
Wyw6Rsu6xLg,10000,20000,/m/07ryjzk
Wz1z-vzrI-4,20000,30000,/m/0hdsk
Wz2hEyCsYaQ,30000,40000,"/m/04rlf,/m/07q0yl5,/m/09x0r"
Wz7D625yZoY,320000,330000,"/m/09x0r,/m/0lyf6"
WzNqNDVJ_LU,160000,170000,"/m/04rlf,/m/06_fw"
WzYcE_bC18A,30000,40000,/m/07pc8lb
WzbKUBbk7Ts,100000,110000,/m/0dl83
WzmHLHBxn9U,320000,330000,/m/0d31p
X-5UcZiOIhQ,460000,470000,/m/06hck5
X-HU3HGEUdE,70000,80000,"/m/02fxyj,/m/04rlf"
X-Prd0o2MAA,30000,40000,"/m/02l6bg,/m/04229,/m/07yv9,/m/0cmf2,/m/0k5j"
X-TC9dZGm70,190000,200000,/m/07phxs1
X-uVubaJ3II,60000,70000,"/m/04rlf,/m/0dwsp,/m/0dwt5,/m/0l14md"
X0C6SygZ0fU,60000,70000,"/m/04rlf,/m/0l14qv"
X0MN34Us6eE,30000,40000,"/m/0145m,/m/0164x2,/m/04rlf"
X0hfH78ugLU,30000,40000,"/m/01kcd,/m/0319l"
X18W4Eowzfw,90000,100000,"/m/019jd,/m/06q74"
X1KJfb5xhr4,50000,60000,/m/05pd6
X1PrlTv4_jw,190000,200000,/m/03wvsk
X1zFnyEe3nE,260000,270000,"/m/015lz1,/m/04rlf,/t/dd00127"
X21JXIO-Tec,30000,40000,/m/0l14jd
X28GWrn9LlI,110000,120000,"/m/015lz1,/m/04rlf,/m/0y4f8"
X2Urv2KkQqU,220000,230000,"/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
X2gHQb5ubco,280000,290000,"/m/04rlf,/m/05lls,/m/0ggq0m"
X2wvjff15Ro,130000,140000,"/m/0140xf,/m/04rlf"
X3Txrreq730,30000,40000,"/m/023vsd,/m/07pdjhy"
X3fziI3RKyY,20000,30000,"/m/09x0r,/m/0ytgt,/t/dd00002"
X3l9ym6LGjc,230000,240000,"/m/04rlf,/m/07r67yg,/m/09x0r"
X3oKtSW0Q-E,20000,30000,"/m/015vgc,/m/04rlf"
X45fDtMYRhA,390000,400000,/m/07r4gkf
X4EPn1FacaQ,180000,190000,"/m/03lty,/m/04rlf"
X4IlOyuiXfM,490000,500000,"/m/03k3r,/m/09x0r,/m/0ch8v,/m/0jbk"
X4jIkctapb8,40000,50000,"/m/03qc9zr,/m/04rmv,/m/09x0r"
X4wBO7I07So,570000,580000,/m/07s12q4
X57kxGGTXdo,100000,110000,"/m/07pp_mv,/m/09x0r"
X58uoAvFRWI,60000,70000,"/m/03vt0,/m/09xqv"
X5IdtqFf95g,220000,230000,"/m/015lz1,/m/04rlf,/m/05w3f"
X5dQo33lJJk,30000,40000,/m/05x_td
X5s1jA9YJlo,30000,40000,"/m/019jd,/m/02rlv9,/m/034srq,/m/05kq4"
X62-7mo72jA,90000,100000,"/m/05zppz,/m/07rrlb6,/m/09x0r"
X6Q53uXgaHc,30000,40000,"/m/01lyv,/m/04rlf,/m/04wptg"
X6f9wMeSFBo,20000,30000,"/m/05zc1,/t/dd00077"
X6l2VNPg9hE,30000,40000,"/m/04rlf,/m/07q6cd_"
X7UGw9kkFwQ,150000,160000,"/m/01j3sz,/m/0lyf6"
X7pRreOoj_8,30000,40000,"/m/07qjznt,/m/09x0r"
X7vPngx_TcE,0,10000,/m/02_nn
X7weoQRFmc0,100000,110000,"/m/039jq,/m/05zppz,/m/09x0r"
X7xaKtMFzGI,0,10000,/m/01yg9g
X7zVC0KQ6zA,18000,28000,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
X82FrnpBxNY,30000,40000,"/m/01v1d8,/m/04rlf"
X83qvgYnmOM,0,10000,"/m/01z47d,/m/028v0c,/m/04rlf"
X8XwuQX0lWE,30000,40000,"/m/07r_80w,/m/09d5_"
X9H8FzpVL8s,310000,320000,"/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5"
X9Un4j8aZwY,30000,40000,/m/0c2wf
X9dcrqoyMkQ,200000,210000,"/m/015lz1,/m/04rlf,/m/0xzly"
X9hvlt1kkIM,14000,24000,"/m/01hnzm,/m/04rlf,/m/07pp8cl"
XA6HemAyKuY,40000,50000,"/m/07r5v4s,/m/09x0r,/t/dd00125"
XAJN8G5gK90,240000,250000,"/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
XBWifeqlq6s,140000,150000,"/m/02z32qm,/m/04rlf,/m/09x0r"
XBbN1p-n01I,170000,180000,"/m/01b9nn,/m/0342h,/m/04rlf"
XBunIO84ZWY,20000,30000,"/m/04fq5q,/m/04rlf,/m/09x0r"
XCNkZ9UVP9o,30000,40000,"/m/04rlf,/m/07szfh9"
XCQMJXkI5bA,230000,240000,"/m/0164x2,/m/04rlf"
XCX7grfbrwQ,20000,30000,"/m/0130jx,/m/02jz0l,/m/0838f"
XCX9tN0B5V0,70000,80000,"/m/02fxyj,/m/04rlf,/m/09x0r,/m/0ggq0m"
XCbGJ-bIkmg,160000,170000,"/m/03v3yw,/m/09x0r"
XD9vxNyRvrw,30000,40000,/m/07pn_8q
XDrm1hGA6tc,30000,40000,/m/07qh7jl
XDwyGwyglMg,0,10000,/t/dd00002
XE9GjWthDAA,490000,500000,"/m/025_jnm,/m/03q5_w"
XEG1OdTNlKM,90000,100000,/m/025_jnm
XEIP1OUXU8E,140000,150000,"/m/04rlf,/t/dd00037"
XEMRUg98OY4,40000,50000,"/m/07rrlb6,/m/0838f,/m/09x0r,/m/0j2kx"
XEO3DdfIhMI,30000,40000,/m/07pyy8b
XEYvI2jrwDg,50000,60000,/m/03wvsk
XEne36YxyKI,130000,140000,"/m/01lyv,/m/0342h,/m/04rlf,/m/04rzd,/m/04szw,/m/0fx80y"
XFNtGbh_gaY,10000,20000,"/m/07prgkl,/m/09x0r"
XFtUpf67mg0,30000,40000,/m/07pzfmf
XG2sb0DMldY,30000,40000,"/m/07pbtc8,/m/09x0r"
XGaBTuvv_VU,30000,40000,/m/07qjznl
XGfA38HUdNU,30000,40000,"/m/07r_k2n,/m/07rc7d9"
XH1BZd0yNRU,330000,340000,/m/0k65p
XHAXjRPXH2Q,110000,120000,/m/07p9k1k
XHSVMTR6FEg,16000,26000,"/m/03vt0,/m/09xqv"
XHZ3Ui5nTEg,10000,20000,"/m/068hy,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136"
XHczpbtBhk4,0,10000,"/m/02hnl,/m/04rlf,/m/04szw,/m/06by7,/m/07p6fty,/m/07sbbz2,/m/09x0r"
XHimm5QTqBE,0,10000,/m/03w41f
XI-tRuDZ6HA,100000,110000,"/m/04rlf,/m/05rwpb"
XI2c9yptr4U,150000,160000,/m/01c194
XI9CNsX6JSE,230000,240000,"/m/02lkt,/m/03mb9,/m/04rlf,/m/07pt_g0"
XIGtpkq5u6w,10000,20000,"/m/07s0dtb,/m/09x0r"
XILyHZyyCik,140000,150000,"/m/015lz1,/m/028sqc,/m/04rlf"
XINlEYXA3k0,30000,40000,"/m/04rlf,/m/0m0jc"
XIj5BcRodWY,30000,40000,"/m/04rlf,/m/04s8yn,/m/07r5c2p"
XItLyoEzzCo,0,10000,"/m/07phxs1,/m/07rv4dm"
XJ01JOlRJRM,90000,100000,/m/0dl83
XJ1yEQRLHLc,10000,20000,"/m/01p970,/m/026t6,/m/0l14md"
XJBcz6W8dFY,440000,450000,"/m/04rlf,/m/07brj,/m/0xzly"
XJDF61bqWPE,30000,40000,"/m/05rj2,/m/09x0r"
XJXn88r9ys8,280000,290000,"/m/015lz1,/m/0342h,/m/04rlf,/m/04szw,/m/05w3f,/m/0fx80y"
XK29CRPp4l4,30000,40000,"/m/01c194,/m/04rlf,/m/09x0r"
XKDr1e4_TkQ,150000,160000,/m/07prgkl
XKFk3hHAOf4,30000,40000,"/m/07st88b,/m/09ld4"
XKK1pc3u4d8,20000,30000,"/m/01h3n,/m/03vt0,/m/0h2mp"
XKhRBY3qny8,30000,40000,"/m/07swgks,/m/09x0r"
XKi2-b3YrWY,310000,320000,"/m/09x0r,/t/dd00001,/t/dd00125"
XKmNaJpeHcY,110000,120000,/m/06xkwv
XKvLkIM8dck,40000,50000,"/m/01g50p,/m/0284vy3,/m/06d_3,/m/06hck5,/m/07jdr"
XLA81zDo5VU,0,10000,/m/07szfh9
XLRrNasM1Co,150000,160000,"/m/0283d,/m/07gxw,/m/07lnk"
XLbkZY71KSA,21000,31000,"/m/04rlf,/m/07qlf79,/m/09x0r"
XM4P7g2ubRY,550000,560000,"/m/09x0r,/m/0llzx"
XM4hxyK-Ddo,30000,40000,"/m/011k_j,/m/01kcd,/m/04rlf,/m/05pd6,/m/0ggq0m"
XMBE7ztd480,110000,120000,/m/0j2kx
XMaU4A2jkxY,30000,40000,"/m/02l6bg,/m/04229"
XMnYysJlDl0,30000,40000,/m/07qv_x_
XModQLyMHb4,60000,70000,"/m/01x3z,/m/07jdr,/m/09x0r"
XMzGhP6NKas,30000,40000,"/m/04rlf,/t/dd00032"
XNJhMEOpYdE,30000,40000,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk"
XNTNSQguxms,30000,40000,"/m/01bns_,/m/0d8_n"
XNlFs7Yjauk,40000,50000,"/m/04rlf,/t/dd00033"
XNs8O_d_efM,0,10000,/m/096m7z
XO-jdMRiWCY,30000,40000,"/m/07qlwh6,/m/09x0r"
XO-ywf9hD7w,10000,20000,/t/dd00065
XOLVI1bgxqk,170000,180000,"/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y"
XORs5AM0Jo8,30000,40000,"/m/07pzfmf,/m/07qcx4z,/m/09x0r"
XOZSCrpyFbg,80000,90000,"/m/04rlf,/m/07p78v5"
XOhusAD3lGo,30000,40000,/m/07qwdck
XOsHEjo-RSg,180000,190000,/m/0mkg
XOxt248tawU,160000,170000,"/m/04rlf,/m/0g293,/m/0ln16"
XP8F1T7dk94,40000,50000,/m/02mfyn
XPGtOugQ69U,290000,300000,"/m/0283d,/m/02lkt,/m/04rlf,/m/05rwpb,/m/09x0r"
XPY6e7tw47o,30000,40000,"/m/04rlf,/m/08cyft,/m/0ggx5q"
XPYxNXvrPNM,210000,220000,"/m/04rlf,/m/07qw_06,/m/09x0r"
XPhPbTbjYM0,100000,110000,"/m/03lty,/m/04rlf"
XPyCWnbii9Y,180000,190000,"/m/02rhddq,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
XQ6NlRJyX_A,50000,60000,/m/07r4gkf
XQRV2Ams5js,20000,30000,"/m/025wky1,/t/dd00125"
XQdH5n5Cao8,70000,80000,"/m/02l6bg,/m/07pb8fc"
XR2dEf-pkS0,28000,38000,/m/07rbp7_
XREr4wTwG04,30000,40000,"/m/032s66,/m/04zjc,/m/0c1dj"
XRHeXdE2VQ4,20000,30000,"/m/026fgl,/m/0f8s22"
XRQyoAk-Qz0,30000,40000,"/m/04rlf,/t/dd00033"
XSB9zHU21Hg,150000,160000,"/m/09x0r,/m/0dv5r"
XSaOyGwc5rc,30000,40000,"/m/04rlf,/t/dd00003"
XSh821m9sV0,370000,380000,"/m/02fxyj,/m/09x0r"
XSj8rxGME6k,70000,80000,/m/02qmj0d
XT7uJhsKW8U,30000,40000,"/m/04rlf,/m/07qwdck,/m/09x0r"
XT7wZgs3BnI,170000,180000,"/m/01z7dr,/m/02cjck,/m/04rlf"
XTdcUm5Tt6A,40000,50000,/m/025wky1
XUIizI20wDI,380000,390000,/m/0c3f7m
XUX3k4g4Jp0,100000,110000,"/m/02x984l,/m/09x0r"
XUYR6KOkHkE,250000,260000,/m/05_wcq
XUaXlhcVxbs,160000,170000,/m/01w250
XUz3VaGUsjk,170000,180000,"/m/0199g,/m/07yv9,/t/dd00128"
XUzaEsoOlWQ,180000,190000,"/m/015lz1,/m/04rlf,/m/05lls,/m/0ggq0m"
XV2YZxYjkUM,50000,60000,"/m/01jwx6,/m/07yv9,/m/09ct_,/m/0k5j,/t/dd00130"
XV9PD_mch6U,170000,180000,"/m/083vt,/m/0llzx"
XVJvCtE1hEU,110000,120000,"/m/032s66,/m/0_1c"
XVPC_DCdRms,310000,320000,/m/07c52
XVPapoUWaFY,80000,90000,"/m/01hsr_,/m/09x0r"
XVp7GFJgnMI,10000,20000,"/m/01j3sz,/m/07r660_"
XW1WkG6ADtQ,30000,40000,"/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq"
XW6tS4zAZ5E,10000,20000,"/m/01kcd,/m/04rlf,/m/07pp8cl,/t/dd00125"
XWVGQbfpA0k,130000,140000,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
XWhmLbnrtd0,160000,170000,"/m/015lz1,/m/07qcpgn,/m/0l14jd,/m/0y4f8,/m/0z9c"
XWj7nP7kfdQ,280000,290000,"/m/04rlf,/m/07kc_"
XWmFfFx24zs,350000,360000,"/m/015lz1,/m/04rlf,/m/0z9c"
XX1ZzfFvYPc,460000,470000,/m/03l9g
XX5YSKVwVe0,30000,40000,/m/04rmv
XXGQb0FSuHQ,60000,70000,/m/0g6b5
XXMjPTrcjP4,110000,120000,"/m/07ptfmf,/m/0dxrf"
XXNuAH_jZ_8,390000,400000,/m/0dv5r
XXRYchSTnbY,210000,220000,"/m/09x0r,/m/0gy1t2s"
XXZZfx6mwsk,90000,100000,"/m/07ptfmf,/m/0dxrf"
XXdPZMsrBd4,370000,380000,"/m/01v1d8,/m/02lkt,/m/04rlf,/m/08cyft"
XY94GCgWMZM,190000,200000,"/m/025_jnm,/m/09x0r"
XYBHULfewJs,190000,200000,"/m/07bjf,/m/09x0r"
XYJZIwYzf60,200000,210000,/m/07q6cd_
XYPJ9VI3B4Q,110000,120000,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
XYPiz3D1wLc,170000,180000,/m/0dwt5
XYQnMxWnetY,80000,90000,"/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c,/m/0ggq0m"
XYStLmRuFEM,140000,150000,/m/02pjr4
XYXXNNt97NI,230000,240000,"/m/07pc8lb,/m/09x0r"
XYauTWG07Zw,0,10000,"/m/09t49,/m/09x0r"
XYgSHOWNE0M,30000,40000,"/m/03mb9,/m/04rlf"
XYkknYZ9xjY,410000,420000,"/m/04fq5q,/m/07yv9"
XYriGukFKcI,30000,40000,"/m/07qlf79,/m/09x0r"
XZF7wso1wKs,110000,120000,/m/0j2kx
XZLcN0vQhmc,10000,20000,/m/02_nn
XZX89FQUOXQ,30000,40000,"/m/04rlf,/t/dd00032"
XZZieYFhtxE,70000,80000,"/m/02cz_7,/m/09x0r"
X_6bDtRhpog,0,10000,"/m/04rlf,/m/07qb_dv,/m/09x0r"
X_NzE9t2OQY,10000,20000,"/m/04rlf,/m/07lnk"
X_qeK3NFNuw,130000,140000,"/m/01v1d8,/m/04rlf,/m/09x0r"
X_tOaynPsxo,90000,100000,"/m/04rlf,/m/0dls3"
XaHTDVnA8sY,150000,160000,/m/02pjr4
Xadfaan-9bU,30000,40000,/m/030rvx
XalMIYYgHt0,130000,140000,"/m/04rlf,/t/dd00034"
Xaq-segSEsQ,160000,170000,"/m/0145m,/m/0164x2,/m/04rlf,/m/0ggx5q"
XaqVAF-ADWU,10000,20000,"/m/04rlf,/m/0y4f8"
Xazsdjxx8lM,170000,180000,"/m/032s66,/m/073cg4"
XbT0lH7FifU,290000,300000,"/m/0dwsp,/m/0dwtp,/m/0f8s22,/m/0j45pbj"
XbqcSSoRhk0,30000,40000,"/m/04rlf,/t/dd00032"
XcDZuzsjbcc,460000,470000,/m/02rtxlg
XcGHrUDT8P8,30000,40000,"/m/01bns_,/m/0d8_n"
Xcxa3iDFvno,30000,40000,/m/01g90h
XdBf_omYIO4,30000,40000,"/m/03qjg,/m/085jw"
XdO4uQn7yiU,10000,20000,"/m/02fxyj,/m/04rlf"
XdZY2sQ4Xe0,6000,16000,"/m/01z5f,/m/068hy,/m/0bt9lr,/m/0jbk"
XdiEakvHpPA,220000,230000,"/m/07pl1bw,/m/083vt"
XdxTZ4-sJvY,260000,270000,"/m/04rlf,/t/dd00036"
Xe59DpKa-O4,30000,40000,"/m/04rlf,/t/dd00036"
XeL3BAgfvz8,430000,440000,/m/06_y0by
XefOyd1nRUU,10000,20000,/m/02mfyn
XeqE7ZHdJZg,30000,40000,/t/dd00002
XeygOewgRt8,20000,30000,"/m/07yv9,/m/0btp2,/m/0k4j,/m/0ltv"
XfJjyP-rt-k,240000,250000,"/m/01d380,/m/07k1x,/m/0_ksk"
XfKJ1DpL0uU,24000,34000,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
XfLI8gHCuFE,90000,100000,"/m/02bxd,/m/04rlf"
XfUzFy5rCKY,30000,40000,/m/07qs1cx
Xfagd-HNyWM,10000,20000,/m/03p19w
Xfe1bdYjvb4,60000,70000,"/m/07rknqz,/m/0h9mv"
Xfg6xJ9MUHM,130000,140000,"/m/04rlf,/m/07q5rw0,/m/09x0r"
Xg8M-8BqTGs,30000,40000,/m/0c1dj
XgDNAO2IDjE,570000,580000,"/m/04rlf,/m/07gxw"
XgLQ4gHHb8g,30000,40000,"/m/06mb1,/m/07r10fb,/t/dd00038"
XgLUXNAC7b8,10000,20000,"/m/025td0t,/m/02lkt,/m/04rlf,/m/0fd3y"
XgM9ihFTlqM,30000,40000,/m/04229
XgXOW3lX25Y,110000,120000,"/m/04rlf,/m/05r6t,/m/06by7"
XgzRQ8OD8TE,30000,40000,/m/0c3f7m
Xh2DEUUR7QU,30000,40000,"/m/04rlf,/m/07lnk,/m/07s72n,/m/08cyft,/m/0m0jc"
XhAANob18_8,150000,160000,"/m/0140xf,/m/04rlf"
XhUySw_CMg4,340000,350000,"/m/07pzfmf,/m/09x0r"
XhV4zf-Xlmk,170000,180000,"/m/015lz1,/m/04rlf,/m/06rqw"
XhVhsLCnFmY,60000,70000,"/m/015lz1,/m/04rlf,/m/0xzly"
XhZ9XeZNsdI,30000,40000,"/m/04rlf,/m/09x0r,/m/0chx_,/m/0m0jc"
Xi-NFemvoIU,30000,40000,"/m/046dlr,/m/04rlf"
Xi2Taxbihn4,0,4000,/m/07ryjzk
XiGv27-9itM,5000,15000,/m/07qwdck
XiPe3JrFHpc,30000,40000,"/m/07bgp,/m/07q0h5t"
XiRGtNmlvfU,9000,19000,"/m/01hnzm,/m/04rlf"
XilujFwtQFA,410000,420000,/g/122z_qxw
Ximk6BHj9nE,30000,40000,"/m/015lz1,/m/04rlf,/m/07brj,/m/0l14jd"
XjFRkxJWMJk,30000,40000,"/m/04rlf,/m/07qdb04"
XjGm3Bn4j5k,80000,90000,"/m/015lz1,/m/026t6,/m/02hnl,/m/04rlf,/m/05r6t,/m/06by7,/m/07q4ntr"
XjW00FUtbhI,40000,50000,"/m/0dwsp,/m/0dwt5"
XjjxnpDBzBc,50000,60000,"/m/025_jnm,/m/09x0r"
XjzeWI8ZEzA,11000,21000,/m/07n_g
XkDO2UxX4Lo,20000,30000,"/m/04rlf,/m/05r6t"
XkExQOFQCM8,17000,27000,"/m/01g90h,/m/09x0r"
XkRPrxuuD9U,0,10000,"/m/04rlf,/m/07rrh0c,/m/09x0r"
XkmjuGkVPfk,30000,40000,"/m/026fgl,/m/0f8s22"
Xkru8IAMp1g,340000,350000,"/m/09x0r,/t/dd00013"
XkvEg4aBdWs,120000,130000,"/m/01hsr_,/m/09x0r"
Xl4RSHQsnl8,30000,40000,"/m/04rlf,/t/dd00033"
XlYMElBZO8A,140000,150000,"/m/04rlf,/m/07rrh0c"
XlxkL0UpLMQ,20000,30000,"/m/01b9nn,/m/09x0r"
Xm-PEoPcmrE,0,10000,"/m/015lz1,/m/09x0r,/m/0l15bq,/m/0ytgt"
Xm2ciX0_UP8,150000,160000,"/m/02lkt,/m/04rlf,/m/0fd3y"
Xm9tBd0MLtE,90000,100000,/m/0mbct
XmMN-6g1L8w,130000,140000,"/m/04rlf,/m/04szw,/m/07y_7,/m/0ggq0m,/m/0l14_3"
XmuBPo8U6qY,0,10000,"/m/03cl9h,/m/04rlf,/m/07yv9"
